id	project	name	bps	sequences	biome	feature	material	environment	sequencing_type	location	mean_seq_length		select	arg_percent
4445068.3	Western English Channel Time Series	Aug_4pm_pf	214326429	620757	unknown	unknown	unknown	unknown	WGS	unknown	345.266	public		9.6656179471194e-06
4445069.3	Western English Channel Time Series	Jan_Day	261325761	826289	unknown	unknown	unknown	unknown	WGS	unknown	316.264	public		1.210230318932e-05
4445070.3	Western English Channel Time Series	Jan_Night_pf	273212353	784822	unknown	unknown	unknown	unknown	WGS	unknown	348.120	public		6.37087135681721e-06
4445081.3	Western English Channel Time Series	Jan-Day_pf	190992848	616791	unknown	unknown	unknown	unknown	WGS	unknown	309.656	public		6.48517893419327e-06
4445089.3	unknown	sample1	1762476	6220	unknown	unknown	unknown	unknown	WGS	unknown	283.356	public		0
4445090.3	unknown	TCA:2 	4286511	11692	unknown	unknown	unknown	unknown	WGS	unknown	366.619	public		0
4445091.3	unknown	TCA :T3	5928355	18125	unknown	unknown	unknown	unknown	WGS	unknown	327.082	public		0
4445092.3	unknown	TCA: 4	4475348	12352	unknown	unknown	unknown	unknown	WGS	unknown	362.318	public		0
4445093.3	unknown	TCA :T4	1942714	6228	unknown	unknown	unknown	unknown	WGS	unknown	311.932	public		0
4445094.3	unknown	TCA :Sample 6	5326482	16644	unknown	unknown	unknown	unknown	WGS	unknown	320.024	public		6.00817111271329e-05
4445095.3	unknown	TCA : Sample7	1848703	6540	unknown	unknown	unknown	unknown	WGS	unknown	282.676	public		0
4445106.3	Project for: 1N	1N	9085193	28688	cultured habitat	cultured habitat	cultured habitat	miscellaneous	WGS	Hunting Valley, OH	316.690	public		3.48577802565533e-05
4445126.3	Polar Micorboial Mats	mis_wdu	53415490	256849	freshwater biome	microbial mat	lake bottom mud	microbial mat|biofilm	WGS	Ellesmere Island	207.965	public		4.28267192007756e-05
4445129.3	Polar Micorboial Mats	whi_wdu	61692438	335705	freshwater biome	microbial mat	lake bottom mud	microbial mat|biofilm	WGS	Ellesmere Island	183.770	public		7.14913391221459e-05
4445130.3	Project for: 2C	2C	30630623	81300	cultured habitat	cultured habitat	cultured habitat	miscellaneous	WGS	Hunting Valley, OH	376.760	public		1.230012300123e-05
4445547.3	Hirudo verbana crop metagenome	Crop Metagenome 2.0	17444986	8320	Large lake biome	microbial feature	water	host-associated	WGS	91 N. Eagleville rd, storrs CT	2096.753	public		0.00108173076923077
4445728.3	Project for: PhagesSub1Day1	PhagesSub1Day1	37980833	91225	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	416.342	public		0
4445729.3	Project for: PhagesSub1Day30	PhagesSub1Day30	59085508	144670	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	408.416	public		0
4445730.3	Project for: PhagesSub1Day90	PhagesSub1Day90	109861215	358287	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	306.629	public		5.58211712956373e-06
4445731.3	Project for: PhagesSub2Day1	PhagesSub2Day1	30514566	73211	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	416.803	public		2.73182991626941e-05
4445734.3	Project for: PhagesSub2Day90	PhagesSub2Day90	59967347	212356	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	282.391	public		0.00338111473186536
4445735.3	Project for: PhagesSub5Day1	PhagesSub5Day1	185673645	604957	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	306.920	public		9.91806029188851e-06
4445736.3	Project for: PhagesSub3Day30	PhagesSub3Day30	40619710	145786	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	278.626	public		0
4445737.3	Project for: PhagesSub3Day90	PhagesSub3Day90	31673550	108718	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	291.337	public		9.19810886881657e-06
4445755.3	Project for: February coral	February coral	139050727	403686	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Nelly Bay Magnetic Island	344.453	public		0
4445756.3	Project for: October coral	October coral	131678208	401070	organism-associated habitat	organism-associated habitat	organism-associated habitat	host-associated	WGS	Nelly Bay Magnetic Island	328.317	public		0
4445803.3	Biodiversity of Viruses in Wild Plants	Plant Virus Ecogenomics Area Conservacion Guanacaste, Costa Rica,  pool04	14464636	68535	plant associated	plant associated	plant associated	unknown	WGS	Area de Conservaci�n Guanacaste	211.055	public		0
4445806.3	Biodiversity of Viruses in Wild Plants	Plant Virus Ecogenomics Area Conservacion Guanacaste, Costa Rica,  pool15	26612334	119432	plant associated	plant associated	plant associated	unknown	WGS	Area de Conservaci�n Guanacaste	222.824	public		2.51188961082457e-05
4445807.3	Biodiversity of Viruses in Wild Plants	Plant Virus Ecogenomics Area Conservacion Guanacaste, Costa Rica,  pool16	25411482	125032	plant associated	plant associated	plant associated	unknown	WGS	Area de Conservaci�n Guanacaste	203.240	public		0
4445845.3	Polar Micorboial Mats	McMurdo	30972474	83271	freshwater biome	microbial mat	lake bottom mud	microbial mat|biofilm	WGS	McMurdo Iceshelf	371.948	public		0.000144107792628886
4445990.3	hot_springs-microbial_mat.WGS	NTS_creosote.ele.1	219117356	583724	soil	soil	soil	soil	WGS	Mercury, Navada	375.378	public		0.000361472202616305
4445993.3	hot_springs-microbial_mat.WGS	NTS_crust.amb.1	133555260	352417	soil	soil	soil	soil	WGS	Mercury, Navada	378.969	public		0.000329155517469362
4445994.3	hot_springs-microbial_mat.WGS	NTS_crust.ele.2	254548462	683082	soil	soil	soil	soil	WGS	Mercury, Navada	372.647	public		0.000273759226564307
4445996.3	hot_springs-microbial_mat.WGS	NTS_creosote.amb.1	116821792	312444	soil	soil	soil	soil	WGS	Mercury, Navada	373.897	public		0.0003936705457618
4446075.3	Project for: NewPhagesSub2Day30	NewPhagesSub2Day30	67494203	180202	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	374.547	public		3.32959678582924e-05
4446120.3	Project for: 5-1	5-1	53368446	126644	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	unknown	421.405	public		0.000150026846909447
4446121.3	Project for: 5-10	5-10	49746688	121005	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	411.113	public		0.000140490062394116
4446122.3	Project for: 5-13	5-13	32045409	79465	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	403.264	public		0.0382810042156924
4446124.3	Project for: 6-1	6-1	29451590	73639	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	399.946	public		0.0290063689077798
4446125.3	Project for: 6-10	6-10	27224237	73282	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	371.500	public		0.000341147894435196
4446126.3	Project for: 6-13	6-13	44465738	111935	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	WGS	California	397.246	public		0.000911243132174923
4446153.3	Rain Forest Soil Microbial Communities	Luquillo Experimental Forest Soil, Puerto Rico	322213082	782404	soil	soil	soil	soil	WGS	subtropical lower montane wet forest in the Luquillo Experimental Forest	411.824	public		0.000164876457686822
4446341.3	Jeffries et al PLoS One	Point Turton	19571471	58251	estuarine biome	marine benthic feature	sandy sediment	sediment	WGS	Point Turton	335.985	public		5.15012617809136e-05
4446342.3	Jeffries et al PLoS One	Port Flinders	24113075	72654	estuarine biome	marine benthic feature	sandy sediment	sediment	WGS	Port Flinders	331.889	public		1.37638670960993e-05
4446406.3	Jeffries et al PLoS One	S1gnew	21947384	70353	estuarine biome	marine pelagic feature	saline water	water	WGS	Coorong Lagoon	311.961	public		0
4446411.3	Jeffries et al PLoS One	S2gnew	14909004	47910	estuarine biome	marine pelagic feature	saline water	water	WGS	Coorong Lagoon	311.188	public		0
4446412.3	Jeffries et al PLoS One	S2ngnew	7020191	21495	estuarine biome	marine pelagic feature	saline water	water	WGS	Coorong Lagoon	326.596	public		4.65224470807164e-05
4446437.3	Irish_Sea_Metagenome	Irish_Sea_metagenome	6814484	26859	sea	marine habitat	water	water	WGS	Eastern Irish Sea	253.713	public		0
4446507.3	Baculovirus	Biogas plant digestate	286933566	1162782	unknown	unknown	unknown	unknown	WGS	unknown	246.765	public		0.000111800836270255
4446622.3	unknown	MOB_454	45122957	113312	unknown	unknown	unknown	unknown	WGS	unknown	398.219	public		0.000344182434340582
4446901.3	unknown	2-4 combine	8761859	24044	unknown	unknown	unknown	unknown	WGS	unknown	364.409	public		0
4446969.3	Baltic Sea microbial communities	75 m assembled	4460912	6844	marine chemocline	brackish water habitat	water	water	WGS	Landsort Deep, Baltic Sea	651.799	public		0.000146113383985973
4446970.3	Baltic Sea microbial communities	10 m assembled	1437439	2884	marine pelagic feature	brackish water habitat	water	water	WGS	Landsort Deep, Baltic Sea	498.419	public		0
4447016.3	unknown	2,4combine	8761859	24044	unknown	unknown	unknown	unknown	WGS	unknown	364.409	public		0
4447020.3	Project for: Donna 2	Donna 2	82282517	152638	cultured habitat	cultured habitat	cultured habitat	unknown	WGS	Ithaca, NY	539.070	public		0.000242403595434951
4447101.3	The oral metagenome in health and disease	CA1_02P	129851692	295072	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	440.068	public		0.000433792430322091
4447102.3	The oral metagenome in health and disease	NOCA_03P	100125112	244881	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	408.873	public		0.000616626034686235
4447103.3	The oral metagenome in health and disease	CA1_01P	203711161	464594	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	438.471	public		0.000447702725390341
4447192.3	The oral metagenome in health and disease	NOCA_01P	77538485	204218	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	379.685	public		0.000577813904748847
4447212.3	Terephthalate-degrading reactor biofilm ecogenomics	Terephthalate-degrading reactor biofilm metatranscriptome	68588673	177294	freshwater biome	biofilm	anaerobic sludge	wastewater|sludge	WGS	Urbana, IL	386.864	public		0
4447277.3	Meta data	High Andean Forest Soil	306123	330	soil	soil	soil	unknown	WGS	unknown	927.645	public		0
4447446.3	TLR5KO_454_Metagenome	WT1	26126040	62079	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	420.851	public		0.00037049565875739
4447447.3	TLR5KO_454_Metagenome	WT2	34243334	81981	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	417.698	public		0.000146375379661141
4447448.3	TLR5KO_454_Metagenome	WT3	24845105	59515	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	417.460	public		0.000168024867680417
4447449.3	TLR5KO_454_Metagenome	WT4	31064021	74533	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	416.782	public		0.000187836260448392
4447454.3	TLR5KO_454_Metagenome	TLR5KO1	22628233	55151	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	410.296	public		0.000181320374970535
4447455.3	TLR5KO_454_Metagenome	TLR5KO2	30500858	73413	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	415.469	public		0.000177080353615845
4447456.3	TLR5KO_454_Metagenome	TLR5KO3	27046040	64550	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	418.994	public		0.000185902401239349
4447457.3	TLR5KO_454_Metagenome	TLR5KO4	11485402	27581	Temperate grasslands	animal-associated habitat	feces	host-associated	WGS	Ithaca, NY	416.424	public		0.00032631159131286
4447483.3	Abrolhos reef Bank	California	74889416	167513	coral reef	coral reef	water	water	WGS	Abrolhos Reefs	447.066	public		1.79090578044689e-05
4447551.3	Abrolhos reef Bank	PAB5	53914839	126741	coral reef	coral reef	water	water	WGS	Abrolhos Reefs	425.394	public		1.57802131906802e-05
4447793.3	unknown	soybean2_microbiota	130311788	519540	unknown	unknown	unknown	unknown	WGS	unknown	250.821	public		0.000342610771066713
4447797.3	North Railroad Avenue Plume EPA Superfund Site	EW3Pre1	697647060	7751634	freshwater biome	Superfund site	ground water	water	WGS	Española, New Mexico	90.000	public		6.42445192845792e-05
4447810.3	phyllosphere microbiota	A.thaliana phyllosphere	255739024	1098311	terrestrial biome	plant-associated habitat	organic material	plant-associated	WGS	Ciruelos de Coca	232.848	public		0.000185739740383188
4447811.3	phyllosphere microbiota	Clover phyllosphere	240816880	1028814	terrestrial biome	plant-associated habitat	organic material	plant-associated	WGS	Reckenholz	234.072	public		0.000217726430627888
4447834.3	North Railroad Avenue Plume EPA Superfund Site	EW3Pre2	697647060	7751634	freshwater biome	Superfund site	ground water	water	WGS	Española, New Mexico	90.000	public		5.18600336393591e-05
4447837.3	North Railroad Avenue Plume EPA Superfund Site	EW3Post1	714494880	7938832	freshwater biome	Superfund site	ground water	water	WGS	Española, New Mexico	90.000	public		3.87966391025783e-05
4447838.3	North Railroad Avenue Plume EPA Superfund Site	EW3Post2	714494880	7938832	freshwater biome	Superfund site	ground water	water	WGS	Española, New Mexico	90.000	public		3.26244465180772e-05
4447862.3	Abrolhos reef Bank	Timbebas	58969826	149734	coral reef	coral reef	water	water	WGS	Abrolhos Reefs	393.831	public		4.6749569236112e-05
4447903.3	The oral metagenome in health and disease	CA_06P	123266763	306740	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	401.861	public		0.000531394666492795
4447943.3	The oral metagenome in health and disease	CA_04P	142374233	339503	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	419.361	public		0.000580259968247703
4447951.3	Weebubbie Cave Slime Curtain Metagenome	All contigs	12683687	20233	aquatic biome	cave	water	microbial mat|biofilm	WGS	south australia	626.881	public		4.94242079770672e-05
4447970.3	The oral metagenome in health and disease	CA_05_4.6	27669924	70503	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	392.464	public		0.00025530828475384
4447971.3	The oral metagenome in health and disease	CA_06_1.6	37519874	97722	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	WGS	Valencia	383.945	public		0.000624219725343321
4448044.3	Human Gut Microbial Metagenome	BGIgutGeneSet	2323171095	3299822	unknown	unknown	unknown	human-gut	WGS	unknown	704.029	public		0.000114551633391134
4448052.3	Weebubbie Cave Slime Curtain Metagenome	Processed Metagenomic Reads	174467474	475608	aquatic biome	cave	water	microbial mat|biofilm	WGS	south australia	366.830	public		1.26154311954383e-05
4448187.3	aquatic	HulkVentVirome	77175717	231246	hydrothermal vent	hydrothermal vent	hydrothermal vent	water	WGS	Juan de Fuca Ridge	333.739	public		2.16219956237081e-05
4448226.3	Ultra-micro-sized organisms in deep-sea hydrothermal fluid	0.2-um-passable microorganisms in deep-sea hydrothermal fluid	35225041	202714	marine habitat	marine habitat	marine habitat	water	WGS	Mariana Trough	173.767	public		0.00335941276872836
4448367.3	animal-1	Cattle fecal pool	137850268	292121	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Clay Center, Nebraska	471.894	public		0.00108859000208818
4448427.3	Abrolhos reef Bank	Sebastiao Gomes	3768178	10906	coral reef	coral reef	water	water	WGS	Abrolhos Reefs	345.514	public		0
4449098.3	unknown	Lane 3	537423	2575	unknown	unknown	unknown	unknown	WGS	unknown	208.708	public		0.000388349514563107
4449103.3	BIOS Microbial Oceanography Course	BIOS Microbial Oceanography Course 2010 MGMO-09-3_200m	275508477	665542	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	WGS	Sargasso Sea	413.961	public		3.00506955233479e-06
4449104.3	BIOS Microbial Oceanography Course	BIOS Microbial Oceanography Course 2010 MGMO-09-3_010m	266160534	632172	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	WGS	Sargasso Sea	421.026	public		3.16369595616383e-05
4449125.3	Meta data	Composite	125002617	364725	soil	soil	soil	soil	WGS	Alert	342.731	public		0.000781410651860991
4449126.3	Meta data	Biopiles-2006	100695181	287705	soil	soil	soil	soil	WGS	Alert	349.995	public		0.000705583844563007
4449206.3	Project for: Coquito22042010	Coquito22042010	53487329	280753	aquatic biome	acid hot spring	hydrothermal fluid	water	WGS	Parque Nacional Nevado del Ruiz	190.514	public		3.91803471378756e-05
4449249.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_8_RL1	23664198	59998	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	394.416	public		0.000233341111370379
4449252.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_17_RL2	36665161	92615	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	395.888	public		0.000302326836905469
4449255.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_22_RL3	32258894	80499	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	400.737	public		0.000260872805873365
4449256.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_23_RL4	35553938	87810	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	404.896	public		0.000318870288122082
4449258.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_38_RL5	26412606	66029	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	400.015	public		0.000181738327098699
4449259.3	Global Microbialization On Reefs	CoralBelizeMic_2	17850677	71126	coral reef	coral reef	water	water	WGS	Atlantic Ocean	250.973	public		0
4449268.3	Global Microbialization On Reefs	CoralCancunMic_2	12136324	43197	coral reef	coral reef	water	water	WGS	Atlantic Ocean	280.953	public		0.000115748778850383
4449284.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_52_RL8	30913425	77306	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	399.884	public		0.000284583344113005
4449356.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_201_RL1	16491779	49322	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	334.370	public		0.000223024208264061
4449357.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_45_RL7	25790999	64560	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	399.489	public		0.000247831474597274
4449358.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_204_RL2	30994869	90765	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	341.485	public		0.000242384178923594
4449359.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_209_RL3	21339728	62232	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	342.906	public		0.00016068903458028
4449360.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_301_RL4	29380616	84770	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	346.592	public		0.000129762887814085
4449362.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_309_RL6	30469304	88074	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	345.951	public		0.000215727683538842
4449363.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_401_RL7	23810360	69516	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	342.516	public		0.000158236952643996
4449364.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_404_RL8	22988021	65582	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	350.523	public		0.000152480863651612
4449365.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	2_409_RL9	13736747	39365	grassland biome	meadow soil	bulk soil	soil	WGS	Kellog Biological Station, Hickory Corners, MI, USA	348.958	public		0.000152419662136416
4449580.3	unknown	F-A	40538512	90273	unknown	unknown	unknown	unknown	WGS	unknown	449.066	public		0
4449581.3	unknown	F-B	40087620	88810	unknown	unknown	unknown	unknown	WGS	unknown	451.386	public		0
4449582.3	unknown	F-C	24071171	53342	unknown	unknown	unknown	unknown	WGS	unknown	451.261	public		0
4449583.3	unknown	F-E	31333064	71806	unknown	unknown	unknown	unknown	WGS	unknown	436.357	public		0
4449584.3	Baculovirus	F-D	43126125	95902	unknown	unknown	unknown	unknown	WGS	unknown	449.690	public		0
4449589.3	Monitoring Mediterranean Sea	PolS1	328548005	571745	sea	harbor	water	water	WGS	Genova Port	574.641	public		1.92393462120351e-05
4449590.3	aquatic	Stromatolite T3S10 uniqueSeq	23967314	67885	aquatic habitat	aquatic habitat	aquatic habitat	unknown	WGS	Highborne Cay	353.058	public		0
4449591.3	aquatic	Stromatolite T1S2 HBC	23011044	73211	aquatic habitat	aquatic habitat	aquatic habitat	unknown	WGS	Highborne Cay	314.311	public		0
4449685.3	Monitoring Mediterranean Sea	PolS2	186243382	568631	sea	harbor	water	water	WGS	Genova Port	327.529	public		1.23102679945342e-05
4449707.3	Project for: SID12992_J1_NEERI	SID12992_J1_NEERI	27923731	36270	sludge	sludge	sludge	wastewater|sludge	WGS	South India	769.885	public		0.00239867659222498
4449877.3	 Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients	1_54_RL9	34126987	84858	grassland biome	meadow soil	bulk soil	soil	WGS	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	402.166	public		0.000188550284003865
4449956.3	phyllosphere microbiota	Rice rhizosphere	395652345	1026982	terrestrial biome	plant-associated habitat	organic material	plant-associated	WGS	Los Banos	385.257	public		0.000264853717007698
4450123.3	Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms	S2b_metagenome	43926749	108237	Tundra biome	peat soil	peat soil	soil	WGS	Ny Ålesund, Svalbard	405.839	public		0.000249452590149394
4450124.3	Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms	S2a_metagenome	36339223	89359	Tundra biome	peat soil	peat soil	soil	WGS	Ny Ålesund, Svalbard	406.666	public		0.000268579549905438
4450125.3	Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms	K1a_metagenome	41875887	103366	Tundra biome	peat soil	peat soil	soil	WGS	Ny Ålesund, Svalbard	405.122	public		0.000135441054118375
4450126.3	Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms	K1b_metagenome	41420719	101781	Tundra biome	peat soil	peat soil	soil	WGS	Ny Ålesund, Svalbard	406.959	public		0.000127725213939733
4450127.3	Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms	K1c_metagenome	56221307	136679	Tundra biome	peat soil	peat soil	soil	WGS	Ny Ålesund, Svalbard	411.338	public		0.000190226735636052
4450130.3	Rhizosphere	Ctrl_shotgun	297444144	727529	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	408.842	public		0.00020205380129177
4450131.3	Rhizosphere	CtrlF_shotgun	276871390	665714	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	415.901	public		0.000303433606623865
4450171.3	Rhizosphere	Hor_shotgun	286480433	712104	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	402.301	public		0.000192387628773325
4450172.3	Rhizosphere	HorF_shotgun	308435859	756433	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	407.750	public		0.000215485046263185
4450209.3	Metagenomic Analysis of Kimchi	Sample J1	9646351	22006	food	food	food	miscellaneous	WGS	Seoul	438.351	public		4.54421521403254e-05
4450210.3	Metagenomic Analysis of Kimchi	Sample J13	8301534	18885	food	food	food	miscellaneous	WGS	Seoul	439.583	public		5.2952078369076e-05
4450211.3	Metagenomic Analysis of Kimchi	Sample J16	11390298	25737	food	food	food	miscellaneous	WGS	Seoul	442.565	public		0.000116563702063178
4450212.3	Metagenomic Analysis of Kimchi	Sample J7	13090858	30202	food	food	food	miscellaneous	WGS	Seoul	433.443	public		9.9331170121184e-05
4450213.3	Metagenomic Analysis of Kimchi	Sample J18	6765854	15208	food	food	food	miscellaneous	WGS	Seoul	444.888	public		0
4450214.3	Metagenomic Analysis of Kimchi	Sample J21	23238193	53106	food	food	food	miscellaneous	WGS	Seoul	437.581	public		0.000112981584001808
4450215.3	Metagenomic Analysis of Kimchi	Sample J23	23565573	53919	food	food	food	miscellaneous	WGS	Seoul	437.055	public		7.41853521022274e-05
4450216.3	Metagenomic Analysis of Kimchi	Sample J25	86509803	197709	food	food	food	miscellaneous	WGS	Seoul	437.561	public		6.06952642520067e-05
4450217.3	Metagenomic Analysis of Kimchi	Sample J27	41595359	95322	food	food	food	miscellaneous	WGS	Seoul	436.367	public		0.000178342879922788
4450218.3	Metagenomic Analysis of Kimchi	Sample J29	21345546	48813	food	food	food	miscellaneous	WGS	Seoul	437.292	public		0.000163890766803925
4450219.3	Baculovirus	MID2-IF-dereplicated-consensus	70775098	175700	unknown	unknown	unknown	unknown	WGS	unknown	402.818	public		4.55321570859419e-05
4450221.3	unknown	MID1-AS-dereplicated-consensus	75816433	188362	unknown	unknown	unknown	unknown	WGS	unknown	402.504	public		3.71624850022828e-05
4450223.3	unknown	MID3-EF-dereplicated-consensus	108954161	271261	unknown	unknown	unknown	unknown	WGS	unknown	401.658	public		1.84324322331629e-05
4450224.3	Baculovirus	MID4-AD-dereplicated-consensus	119334582	300841	unknown	unknown	unknown	unknown	WGS	unknown	396.670	public		3.32401501125179e-06
4450243.3	Cubatao_metagenomic	Cubatao_S1	209193109	533697	terrestrial biome	coastal plain	leafy wood soil	soil	WGS	Cubatao	391.970	public		0.0019936405863252
4450249.3	Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms	Solvatnet_metatranscriptome	5090771	15878	Tundra biome	peat soil	peat soil	soil	WGS	Ny Ålesund, Svalbard	320.618	public		6.29802242095982e-05
4450250.3	Organic carbon transformations in high-Arctic peat soils: key functions and microorganisms	Knudsenheia_metatranscriptome	5170933	16252	Tundra biome	peat soil	peat soil	soil	WGS	Ny Ålesund, Svalbard	318.172	public		6.153088850603e-05
4450328.3	phyllosphere microbiota	Rice phyllosphere	831769586	2213945	terrestrial biome	plant-associated habitat	organic material	plant-associated	WGS	Los Banos	375.696	public		0.000377154807368747
4450628.3	Rhizosphere	Nig_shotgun	245662269	584208	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	420.505	public		0.000268739900857229
4450629.3	Rhizosphere	NigF_shotgun	275891786	655217	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	421.069	public		0.000276244358739166
4450630.3	Rhizosphere	Tob_shotgun	325348558	794668	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	409.414	public		0.00028062033452964
4450631.3	Rhizosphere	TobF_shotgun	301519047	735196	terrestrial biome	landfill	contaminated soil	soil	WGS	South Bohemia	410.121	public		0.000263875211508224
4450653.3	Subsurface Rifle	Subsurface Rifle, s_1_1_sequence	629242532	8279507	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	76.000	public		1.364815562086e-05
4450678.3	Project for: Cow 7664 Virome Reads	Cow 7664 Virome Reads	196184178	540960	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	WGS	Urbana, IL	362.659	public		2.40313516711032e-05
4450679.3	Project for: Cow 6993 Virome Reads	Cow 6993 Virome Reads	129599986	329384	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	WGS	Urbana	393.462	public		3.64316420955481e-05
